Complexity	Time	Predicted
1,6835e+06	47	59,1635
156619	8	11,2179
876125	63	33,8111
461681	44	20,7971
1,23564e+06	61	45,1003
1,11151e+06	37	41,2024
1,34558e+06	36	48,5523
742041	24	29,6007
132964	4	10,4751
12301	2	6,68615
74465	28	8,63816
13505	0	6,72396
817313	44	31,9644
15785	0	6,79555
81894	4	8,87144
321485	10	16,3948
217665	7	13,1348
20672	1	6,94901
460807	58	20,7697
891247	34	34,286
696241	28	28,1626
1,10735e+06	46	41,0718
907469	44	34,7953
348539	8	17,2444
15811	0	6,79637
10148	1	6,61854
81514	2	8,85951
244293	6	13,9709
157069	6	11,232
72452	2	8,57495
899550	31	34,5467
375647	14	18,0956
1,33577e+06	54	48,2445
208206	8	12,8378
64394	1	8,32192
299871	9	15,7161
52938	7	7,96219
1,35718e+06	42	48,9169
275109	14	14,9386
110918	2	9,78283
367220	13	17,831
737502	50	29,4582
1,77856e+06	58	62,1485
248671	10	14,1084
295664	15	15,584
293737	22	15,5235
261411	10	14,5085
635429	19	26,253
784824	20	30,9442
233732	15	13,6393
586229	16	24,7081
282413	6	15,1679
355534	12	17,464
185878	26	12,1366
11758	2	6,6691
625616	31	25,9449
1,74865e+06	54	61,2094
32995	4	7,33596
1,33277e+06	63	48,1504
23845	0	7,04864
268402	19	14,728
965755	25	36,6256
813866	46	31,8561
203066	12	12,6764
533149	13	23,0413
32284	1	7,31364
76014	2	8,6868
189989	16	12,2657
222470	7	13,2857
456272	17	20,6273
310101	15	16,0374
410417	11	19,1874
240418	25	13,8493
702616	27	28,3628
445489	16	20,2887
1,15626e+06	62	42,6077
1,72108e+06	42	60,3436
133696	3	10,4981
1,66522e+06	63	58,5893
1,67321e+06	66	58,8404
412258	53	19,2452
772328	21	30,5518
1,06042e+06	42	39,598
1,00381e+06	30	37,8206
1791	0	6,35613
410471	67	19,1891
71518	9	8,54562
806855	28	31,636
26365	0	7,12777
463261	23	20,8468
47644	1	7,79596
1,42772e+06	37	51,1319
354438	53	17,4296
201784	8	12,6361
308440	9	15,9852
77502	6	8,73353
121299	73	10,1088
1,79834e+06	49	62,7695
277503	31	15,0138
244980	18	13,9925
35602	5	7,41783
435038	39	19,9605
148498	26	10,9629
109175	8	9,72809
706236	48	28,4764
239201	25	13,811
971743	29	36,8136
1,20312e+06	35	44,0792
857946	23	33,2403
8021	0	6,55175
38185	2	7,49893
61837	2	8,24163
3514	1	6,41023
76791	1	8,7112
82324	4	8,88494
156911	7	11,2271
720099	30	28,9117
46417	1	7,75743
87940	2	9,06129
934487	24	35,6437
44450	2	7,69566
79241	4	8,78813
598100	33	25,0808
63658	18	8,29881
30974	2	7,2725
1,32499e+06	42	47,906
171934	7	11,6988
551362	15	23,6132
79668	10	8,80154
128028	26	10,3201
545668	41	23,4344
75555	2	8,67239
398558	39	18,815
289132	7	15,3789
30091	2	7,24477
78718	10	8,77171
224702	8	13,3558
627205	32	25,9948
401513	30	18,9078
183852	49	12,073
2,79258e+06	71	93,9897
145666	4	10,8739
23895	7	7,05021
1,43197e+06	40	51,2652
388272	35	18,492
399334	28	18,8394
861909	25	33,3647
3220	0	6,401
15723	0	6,7936
104671	17	9,58666
600998	48	25,1718
99313	20	9,41842
407158	74	19,0851
92296	2	9,19808
17517	2	6,84994
340524	19	16,9927
90804	7	9,15123
90478	13	9,14099
698882	27	28,2455
3536	0	6,41092
262016	17	14,5275
104979	51	9,59633
1,0717e+06	46	39,9522
398039	10	18,7987
427228	14	19,7153
11154	0	6,65013
479403	19	21,3536
427773	33	19,7324
878924	25	33,899
223591	10	13,3209
361890	38	17,6636
234592	8	13,6663
37830	2	7,48779
419393	16	19,4693
1,78962e+06	51	62,4958
31761	3	7,29721
145553	3	10,8704
483244	12	21,4742
72319	1	8,57078
496321	28	21,8849
956766	73	36,3433
160199	17	11,3303
120512	5	10,0841
413078	11	19,271
527476	29	22,8632
133925	22	10,5053
766614	22	30,3724
121629	12	10,1192
250978	6	14,1809
6222	0	6,49526
386447	41	18,4347
15235	0	6,77828
212177	6	12,9625
192244	5	12,3365
78922	5	8,77812
407837	12	19,1064
19911	0	6,92511
317103	9	16,2572
575632	21	24,3753
59002	2	8,15261
714633	23	28,7401
660318	18	27,0346
155618	19	11,1865
63090	1	8,28098
140154	69	10,7009
632552	16	26,1627
208369	56	12,8429
558198	30	23,8279
43924	14	7,67914
67549	26	8,42099
1,30508e+06	68	47,2809
25228	2	7,09207
516009	17	22,5031
177800	30	11,883
205993	6	12,7683
124421	4	10,2068
95581	30	9,30123
271749	21	14,8331
9641	0	6,60262
31239	1	7,28082
71894	5	8,55743
205449	8	12,7512
115798	4	9,93606
520756	23	22,6522
33936	2	7,36551
15736	0	6,79401
788863	40	31,071
460231	24	20,7516
92100	6	9,19192
225006	8	13,3653
119325	23	10,0468
67417	4	8,41685
86839	2	9,02672
670248	21	27,3464
1,36078e+06	36	49,0298
556017	23	23,7594
986	0	6,33085
481122	28	21,4076
1,08142e+06	50	40,2574
48929	24	7,83631
95797	18	9,30801
892618	25	34,329
1,77e+06	57	61,8797
120843	2	10,0945
71741	2	8,55263
497462	32	21,9207
166232	4	11,5197
117252	7	9,98172
91788	25	9,18212
166607	18	11,5315
26095	6	7,1193
453691	18	20,5463
116432	9	9,95597
688146	40	27,9084
40292	0	7,5651
517595	28	22,5529
566050	46	24,0744
1,31171e+06	44	47,489
8312	0	6,56089
1,16279e+06	62	42,8128
1,27063e+06	59	46,199
1,04143e+06	33	39,002
69103	9	8,46979
1,04374e+06	57	39,0746
34847	9	7,39412
43071	2	7,65236
160672	31	11,3452
62227	1	8,25388
283375	25	15,1982
147438	28	10,9296
10729	0	6,63679
46129	3	7,74838
1,78297e+06	58	62,287
115034	2	9,91207
13456	3	6,72242
99067	6	9,41069
157060	13	11,2317
116260	2	9,95057
116398	13	9,9549
157631	10	11,2497
1569	0	6,34915
834490	22	32,5037
618646	50	25,726
674789	17	27,489
927275	61	35,4173
212369	27	12,9685
423534	23	19,5993
316398	9	16,2351
465359	37	20,9126
1,03825e+06	42	38,9019
170179	15	11,6437
174153	37	11,7685
15667	0	6,79185
168748	9	11,5987
205531	18	12,7538
112188	19	9,8227
586365	62	24,7124
1,47872e+06	48	52,7331
57933	4	8,11904
906287	41	34,7582
82885	18	8,90256
130340	5	10,3927
17693	12	6,85546
39410	1	7,5374
25792	1	7,10978
24240	0	7,06105
451954	23	20,4917
315383	7	16,2032
809112	40	31,7068
1,0319e+06	31	38,7025
455164	21	20,5925
2,43386e+06	82	82,7256
542646	17	23,3395
387919	33	18,4809
114511	3	9,89565
485110	19	21,5328
141215	10	10,7342
57038	1	8,09094
1,03619e+06	34	38,8374
311610	31	16,0848
602267	30	25,2117
70584	2	8,5163
463778	14	20,863
586006	18	24,7011
61707	18	8,23755
1,16626e+06	56	42,9216
248526	9	14,1039
168507	22	11,5912
762240	30	30,235
1,10683e+06	71	41,0555
1,29747e+06	55	47,0417
254487	12	14,291
861886	22	33,364
1,59027e+06	54	56,2361
628342	77	26,0305
74054	2	8,62526
132080	5	10,4473
155150	24	11,1718
55395	6	8,03935
282031	13	15,1559
381242	34	18,2713
66014	15	8,37279
490235	34	21,6938
230151	6	13,5269
383327	58	18,3367
1,5365e+06	58	54,5474
175321	22	11,8051
291585	49	15,456
265246	7	14,6289
786125	24	30,985
71579	6	8,54754
274917	15	14,9326
97636	6	9,36576
570895	17	24,2266
80805	1	8,83725
121630	9	10,1192
341137	12	17,0119
122772	37	10,1551
2,31357e+06	68	78,9483
938669	42	35,7751
777852	39	30,7252
340542	19	16,9933
733061	35	29,3188
428009	12	19,7398
36298	1	7,43968
28726	0	7,20191
184458	18	12,0921
139735	7	10,6877
202348	27	12,6538
358574	27	17,5595
236437	8	13,7243
55588	1	8,04541
63000	1	8,27815
121514	51	10,1156
210106	8	12,8974
612405	58	25,53
1,15161e+06	63	42,4615
11870	0	6,67262
61685	1	8,23686
27176	1	7,15324
57648	5	8,11009
1,24295e+06	35	45,3297
80567	7	8,82977
34447	0	7,38156
112902	13	9,84512
1,39591e+06	75	50,1329
570272	20	24,207
9901	1	6,61079
524271	34	22,7625
701411	19	28,3249
16574	3	6,82033
637076	28	26,3047
1,28266e+06	37	46,5768
487095	12	21,5952
202992	20	12,674
1,302e+06	61	47,1841
534626	48	23,0877
2417	0	6,37578
537572	13	23,1802
770123	40	30,4825
1,15612e+06	34	42,6033
122144	4	10,1353
403994	65	18,9857
36180	1	7,43598
167019	6	11,5445
777577	64	30,7166
96219	3	9,32126
1,2435e+06	42	45,3469
590101	23	24,8297
276406	28	14,9793
1,06832e+06	30	39,8464
565266	49	24,0498
15050	0	6,77247
299967	38	15,7192
267083	20	14,6866
175660	4	11,8158
655689	68	26,8892
15064	0	6,77291
964752	41	36,5941
699753	19	28,2728
15675	5	6,7921
282361	7	15,1663
490703	16	21,7085
544375	21	23,3938
1,16082e+06	76	42,7508
89034	5	9,09565
62506	6	8,26264
516247	35	22,5106
29055	0	7,21224
25393	1	7,09725
128664	23	10,3401
1,14855e+06	31	42,3655
1,43537e+06	46	51,372
107493	7	9,67528
50333	3	7,88039
446537	17	20,3216
292866	17	15,4962
377152	9	18,1428
492939	15	21,7787
182266	4	12,0232
205604	37	12,7561
154029	4	11,1366
85870	3	8,99629
272401	17	14,8536
58007	10	8,12137
242856	19	13,9258
332429	8	16,7385
132868	22	10,4721
130031	9	10,383
1,03025e+06	51	38,6509
373089	31	18,0153
1,38838e+06	46	49,8963
198712	21	12,5396
54380	1	8,00747
97042	7	9,3471
271696	17	14,8314
578033	34	24,4507
44593	1	7,70015
1,8733e+06	68	65,1235
104582	21	9,58387
1,34829e+06	43	48,6376
149525	5	10,9951
921	0	6,32881
692196	24	28,0356
1,09857e+06	36	40,796
330617	10	16,6816
34608	0	7,38661
6582	0	6,50657
906735	27	34,7723
493420	13	21,7938
56047	7	8,05982
1,13814e+06	53	42,0388
33894	5	7,36419
294676	57	15,553
864086	22	33,4331
114105	12	9,8829
1,64929e+06	72	58,0893
233373	13	13,628
311414	9	16,0786
341688	13	17,0292
241560	18	13,8851
251797	8	14,2066
1,16355e+06	76	42,8365
144495	9	10,8372
3251	0	6,40197
641471	39	26,4427
470827	22	21,0843
697141	22	28,1908
98983	2	9,40805
3588	0	6,41255
185781	5	12,1336
1,09546e+06	63	40,6984
299125	7	15,6927
410639	27	19,1944
47355	25	7,78688
1,80594e+06	47	63,0083
686787	52	27,8657
243808	69	13,9557
555346	33	23,7383
395872	29	18,7307
118965	20	10,0355
356375	23	17,4904
83894	2	8,93424
106697	5	9,65028
51752	1	7,92495
1,18244e+06	36	43,4298
402613	16	18,9423
89943	54	9,12419
1,18643e+06	39	43,555
131874	27	10,4409
201720	6	12,6341
329917	8	16,6596
730812	33	29,2481
36571	1	7,44825
803728	61	31,5378
78990	4	8,78025
453412	12	20,5375
76589	1	8,70486
33547	2	7,3533
13645	0	6,72835
79516	13	8,79677
22071	2	6,99294
177822	9	11,8837
1,33852e+06	42	48,3309
80665	2	8,83285
204091	9	12,7086
671838	32	27,3963
675620	30	27,515
156286	7	11,2074
1,6011e+06	42	56,576
114274	40	9,88821
65182	4	8,34667
1,62015e+06	45	57,1741
543531	45	23,3673
1,32366e+06	37	47,8641
341203	11	17,014
265709	11	14,6434
804520	54	31,5626
52322	2	7,94285
166549	18	11,5297
15910	4	6,79948
1,93058e+06	53	66,9221
14644	0	6,75972
64596	1	8,32827
542951	42	23,3491
185561	5	12,1267
37028	3	7,4626
742589	57	29,6179
82395	6	8,88717
11728	0	6,66816
31189	1	7,27925
838284	34	32,6229
19610	0	6,91566
211372	6	12,9372
44261	2	7,68973
118076	9	10,0076
97120	2	9,34955
851636	74	33,0421
12581	1	6,69494
700500	34	28,2963
309346	8	16,0137
516285	50	22,5118
162234	4	11,3942
216309	8	13,0922
268760	7	14,7392
2638	0	6,38272
718339	23	28,8565
239218	16	13,8116
75046	2	8,65641
173709	5	11,7545
592561	47	24,9069
187474	4	12,1868
1,24444e+06	34	45,3765
1,07379e+06	42	40,0181
1142	0	6,33575
433219	22	19,9034
585944	36	24,6991
513058	14	22,4104
10608	0	6,63299
50531	2	7,88661
275965	18	14,9655
1,36149e+06	38	49,0521
23484	3	7,03731
28811	2	7,20458
45668	28	7,73391
5012	0	6,45727
970	0	6,33035
43013	2	7,65054
445050	11	20,2749
18480	0	6,88018
655622	17	26,8871
373638	33	18,0325
242620	6	13,9184
876507	41	33,8231
720044	27	28,91
6287	0	6,4973
142738	3	10,782
87283	52	9,04066
11678	3	6,66659
491776	29	21,7422
384614	36	18,3772
74149	2	8,62824
49606	2	7,85757
107471	3	9,67459
45319	2	7,72295
1,08076e+06	31	40,237
327053	22	16,5697
269228	33	14,7539
147066	8	10,9179
481806	23	21,4291
99150	8	9,4133
1,0185e+06	63	38,282
642036	26	26,4605
46794	1	7,76927
1089	0	6,33408
178376	5	11,9011
92581	8	9,20702
1434	0	6,34492
361149	16	17,6403
224431	6	13,3473
664354	30	27,1613
68425	11	8,4485
138790	20	10,658
58350	2	8,13214
1,80222e+06	48	62,8916
692330	42	28,0398
25046	0	7,08636
23174	0	7,02757
66929	6	8,40153
166366	10	11,5239
43245	6	7,65782
810426	32	31,7481
805160	44	31,5827
528826	15	22,9056
492205	13	21,7556
53329	1	7,97447
285450	38	15,2633
185985	10	12,14
382232	17	18,3024
96867	6	9,34161
1,68541e+06	53	59,2234
613414	27	25,5617
5357	0	6,4681
2,11779e+06	54	72,8007
47519	5	7,79203
205593	30	12,7557
35	0	6,30099
248350	7	14,0983
59795	1	8,17751
2970	0	6,39315
632224	61	26,1524
418658	42	19,4462
18607	0	6,88416
1,0775e+06	42	40,1345
253353	16	14,2554
251299	17	14,1909
623051	16	25,8643
100556	3	9,45745
24088	4	7,05627
807947	37	31,6703
193527	4	12,3768
185449	21	12,1232
84063	4	8,93955
336205	9	16,8571
22123	0	6,99457
554960	28	23,7262
1,08062e+06	38	40,2326
235475	11	13,694
78716	4	8,77165
38339	9	7,50377
967294	43	36,6739
535487	13	23,1147
251151	6	14,1863
1,07782e+06	42	40,1447
76581	2	8,70461
498477	20	21,9526
535280	34	23,1082
96427	2	9,32779
180020	11	11,9527
196402	5	12,4671
312941	20	16,1266
841762	23	32,7321
23204	0	7,02852
32295	2	7,31398
342810	8	17,0645
270350	22	14,7892
523774	50	22,7469
1,16224e+06	28	42,7954
625309	67	25,9352
420642	16	19,5085
49489	27	7,85389
612447	16	25,5314
119600	15	10,0554
106021	2	9,62905
840766	46	32,7008
42841	11	7,64514
377905	20	18,1665
69781	2	8,49108
24269	1	7,06196
1,01558e+06	26	38,1902
313348	8	16,1393
133698	9	10,4981
135144	31	10,5435
9674	0	6,60366
1,21419e+06	64	44,4266
7310	0	6,52943
75553	1	8,67233
100736	4	9,4631
69673	2	8,48769
20592	1	6,9465
1,02412e+06	32	38,4582
505822	36	22,1832
47005	1	7,77589
157431	3	11,2434
424078	14	19,6164
212900	5	12,9852
219443	5	13,1906
226660	31	13,4172
1,02415e+06	25	38,4592
219831	11	13,2028
203881	5	12,702
601280	40	25,1807
293608	23	15,5195
444746	13	20,2654
248129	10	14,0914
33926	11	7,3652
199810	16	12,5741
76395	8	8,69877
286131	15	15,2847
1,28078e+06	36	46,5177
1,53871e+06	45	54,617
1,40687e+06	40	50,4772
417975	34	19,4247
606270	35	25,3374
3891	0	6,42207
502642	61	22,0834
11044	0	6,64668
16145	0	6,80686
299993	13	15,72
161473	3	11,3703
58449	1	8,13524
233208	12	13,6229
211499	16	12,9412
61443	1	8,22926
461903	38	20,8041
402764	13	18,9471
468802	37	21,0208
14831	0	6,76559
3773	0	6,41836
99421	7	9,42181
257758	12	14,3938
496418	20	21,8879
113137	4	9,8525
44283	1	7,69042
171556	5	11,6869
33693	2	7,35788
393736	37	18,6636
227097	5	13,431
239585	22	13,8231
225778	12	13,3895
165262	4	11,4893
256760	10	14,3624
504839	50	22,1523
818495	43	32,0015
60039	0	8,18517
46317	16	7,75429
209483	15	12,8779
226955	7	13,4265
571646	17	24,2502
271399	6	14,8221
2,11066e+06	64	72,5767
1,11945e+06	58	41,4516
541605	24	23,3068
218824	7	13,1712
789990	24	31,1064
692303	17	28,0389
225489	45	13,3805
396826	36	18,7606
350151	18	17,295
50370	2	7,88156
205604	5	12,7561
280786	21	15,1169
78244	37	8,75683
139493	9	10,6801
689100	22	27,9383
143545	10	10,8073
55947	4	8,05668
254117	9	14,2794
1,42763e+06	39	51,129
967352	36	36,6757
91400	2	9,16994
600325	16	25,1507
116464	11	9,95698
639205	18	26,3716
69052	2	8,46819
677509	19	27,5744
599316	21	25,119
148569	6	10,9651
752885	28	29,9412
646424	34	26,5983
120853	32	10,0948
99812	4	9,43409
227825	7	13,4538
114733	4	9,90262
530553	38	22,9598
301519	8	15,7679
158544	11	11,2783
66708	1	8,39459
627942	22	26,0179
130653	33	10,4025
6563	0	6,50597
177212	9	11,8645
233607	6	13,6354
157691	7	11,2515
746454	27	29,7393
183729	18	12,0692
556788	22	23,7836
80614	3	8,83125
262576	44	14,545
159893	4	11,3207
266086	17	14,6553
95006	12	9,28317
212660	5	12,9776
393335	68	18,651
227470	8	13,4427
1,66139e+06	60	58,4692
365825	30	17,7872
743343	49	29,6416
7335	0	6,53021
391709	11	18,6
34615	2	7,38683
766	0	6,32394
2,13201e+06	63	73,2471
98420	4	9,39038
208730	31	12,8542
517223	40	22,5412
27503	4	7,16351
71729	20	8,55225
528988	17	22,9107
697895	33	28,2145
80546	11	8,82911
1,18468e+06	41	43,4999
14602	0	6,7584
445227	46	20,2805
624029	27	25,895
204849	9	12,7324
66334	27	8,38284
64616	13	8,32889
64483	10	8,32472
561210	33	23,9225
77730	11	8,74069
1,23739e+06	57	45,1551
77805	1	8,74304
320960	26	16,3784
73701	1	8,61417
28216	0	7,1859
633925	16	26,2058
1,43896e+06	51	51,4848
125844	14	10,2515
189724	6	12,2574
4227	0	6,43262
539974	30	23,2556
926416	31	35,3903
927095	42	35,4116
33606	3	7,35515
618956	34	25,7357
916663	59	35,084
1,59487e+06	43	56,3804
7745	0	6,54309
661348	28	27,0669
49149	5	7,84322
292634	15	15,4889
388990	28	18,5146
338963	17	16,9437
274171	6	14,9091
23375	0	7,03389
176439	7	11,8403
97669	3	9,36679
61019	1	8,21595
54946	43	8,02525
92902	2	9,2171
87034	9	9,03284
139397	6	10,6771
606188	17	25,3348
390232	18	18,5536
324105	8	16,4771
101370	2	9,48301
113251	9	9,85608
60312	4	8,19374
543959	14	23,3808
412533	22	19,2538
1,19476e+06	32	43,8164
218034	5	13,1464
174916	29	11,7924
321641	11	16,3997
945113	48	35,9774
118806	11	10,0305
143729	32	10,8131
76923	4	8,71535
217056	26	13,1157
209460	6	12,8771
47252	14	7,78365
644352	16	26,5332
559329	18	23,8634
101488	3	9,48671
9876	0	6,61
194459	8	12,4061
1,00859e+06	25	37,9707
49595	1	7,85722
266997	36	14,6839
199637	28	12,5687
4325	0	6,4357
599129	30	25,1132
338309	22	16,9231
1,15393e+06	32	42,5343
255035	19	14,3082
506852	15	22,2156
30533	7	7,25865
396471	22	18,7495
71679	2	8,55068
330296	31	16,6715
78735	3	8,77225
44066	4	7,6836
357619	15	17,5295
275867	18	14,9624
290693	7	15,4279
535530	16	23,1161
304654	14	15,8663
437365	31	20,0336
40102	2	7,55913
599481	31	25,1242
63279	1	8,28691
377174	9	18,1435
52858	2	7,95968
188850	13	12,23
6118	1	6,492
32056	3	7,30648
196148	35	12,4591
59603	1	8,17148
112704	9	9,83891
2,46434e+06	69	83,6828
618466	15	25,7204
1,00921e+06	61	37,99
14243	0	6,74713
165866	6	11,5082
823459	31	32,1573
1,35449e+06	43	48,8323
563743	67	24,002
275685	18	14,9567
200309	19	12,5898
127222	15	10,2948
646548	28	26,6022
831685	40	32,4157
12956	4	6,70672
120068	3	10,0701
28768	1	7,20323
89531	6	9,11125
195093	5	12,426
355895	19	17,4754
348946	11	17,2571
9513	1	6,5986
303089	40	15,8172
1,0113e+06	33	38,0557
547399	35	23,4888
69931	1	8,49579
581951	36	24,5737
1,02883e+06	69	38,6062
1,21254e+06	40	44,3749
186104	20	12,1437
44698	1	7,70345
504668	21	22,147
299510	22	15,7048
34739	0	7,39073
78872	27	8,77655
1,53037e+06	41	54,355
573115	32	24,2963
69804	6	8,4918
18373	0	6,87682
167139	7	11,5482
114197	7	9,88579
62301	6	8,2562
43816	4	7,67575
433806	54	19,9218
85266	7	8,97733
410994	12	19,2055
421732	12	19,5427
343938	21	17,0999
104128	3	9,56961
76976	23	8,71701
201529	6	12,6281
82814	29	8,90033
171709	8	11,6917
208535	7	12,8481
118241	19	10,0128
554918	23	23,7249
119331	8	10,047
649970	41	26,7096
96364	4	9,32581
40638	1	7,57596
480318	14	21,3824
631153	24	26,1187
744364	22	29,6737
134891	3	10,5356
1,55308e+06	59	55,0682
256279	11	14,3473
922948	56	35,2814
240088	13	13,8389
858685	30	33,2635
12	0	6,30026
67117	1	8,40743
315495	24	16,2068
244803	12	13,987
171147	20	11,6741
208828	8	12,8573
682284	40	27,7243
120709	14	10,0903
73888	12	8,62005
38221	0	7,50006
150311	78	11,0198
337277	9	16,8907
409535	37	19,1597
26829	0	7,14234
44296	4	7,69083
148150	4	10,9519
99083	36	9,41119
151022	43	11,0421
414968	26	19,3303
26527	8	7,13286
262938	18	14,5564
206776	7	12,7929
184726	9	12,1005
285207	51	15,2557
365075	19	17,7636
180368	15	11,9636
371569	9	17,9675
40289	1	7,565
355147	12	17,4519
139571	6	10,6826
230214	21	13,5288
129386	3	10,3627
119288	10	10,0457
1,29615e+06	44	47,0003
222498	9	13,2866
1,13069e+06	59	41,8047
143794	17	10,8152
193962	6	12,3905
781697	24	30,846
300210	23	15,7268
106031	10	9,62937
288088	12	15,3461
90082	6	9,12855
2732	0	6,38567
37633	0	7,4816
170623	23	11,6576
111582	28	9,80368
318875	15	16,3129
53406	1	7,97689
911022	66	34,9069
164635	6	11,4696
19731	0	6,91946
327012	45	16,5684
192289	27	12,338
117562	20	9,99145
172556	12	11,7183
345156	19	17,1381
470843	14	21,0848
17605	2	6,8527
394438	14	18,6856
307762	49	15,9639
48419	13	7,82029
675178	27	27,5012
1,02743e+06	43	38,5623
40259	0	7,56406
280498	21	15,1078
157292	42	11,239
404684	22	19,0074
387912	30	18,4807
37334	0	7,47221
630286	23	26,0915
946198	28	36,0115
1,70908e+06	57	59,9669
200958	20	12,6102
106009	3	9,62868
517371	29	22,5459
255860	6	14,3342
309316	15	16,0127
26642	0	7,13647
312502	22	16,1128
190552	6	12,2834
1,26291e+06	42	45,9566
94584	7	9,26992
153427	14	11,1177
190675	12	12,2873
126471	5	10,2712
37154	15	7,46656
212127	5	12,9609
912420	44	34,9508
28173	0	7,18455
1,74877e+06	61	61,2131
854527	24	33,1329
180244	5	11,9597
793419	70	31,2141
84406	1	8,95032
269813	14	14,7723
60540	1	8,2009
461546	11	20,7929
776123	34	30,6709
242448	32	13,913
333372	17	16,7681
89773	8	9,11885
1,42366e+06	34	51,0042
26932	0	7,14558
416530	20	19,3794
244802	11	13,9869
324041	14	16,4751
620428	55	25,782
40619	2	7,57536
40927	1	7,58504
899467	26	34,5441
201352	10	12,6225
1,07256e+06	76	39,9793
79921	39	8,80949
100884	24	9,46775
231599	10	13,5723
119050	4	10,0382
936878	34	35,7188
2,74191e+06	75	92,3987
330756	25	16,686
296866	28	15,6218
41163	7	7,59245
194977	6	12,4224
1,7993e+06	55	62,7997
719999	22	28,9086
771782	26	30,5346
403699	51	18,9764
88053	8	9,06484
555294	36	23,7367
640714	25	26,419
2,01783e+06	57	69,6619
1,21296e+06	55	44,3882
1,36311e+06	43	49,1029
451091	19	20,4646
211120	7	12,9293
800832	37	31,4468
144586	14	10,84
220293	6	13,2173
84573	2	8,95557
2,02754e+06	58	69,9669
193156	5	12,3652
943159	56	35,916
784885	24	30,9461
55558	2	8,04446
650406	19	26,7233
9230	0	6,58972
588516	23	24,7799
7593	2	6,53831
137458	16	10,6162
853815	21	33,1106
73844	2	8,61866
661364	20	27,0674
15306	0	6,78051
965062	35	36,6038
124545	5	10,2107
661977	18	27,0866
1,03752e+06	55	38,8789
258405	15	14,4141
372294	34	17,9903
472085	14	21,1238
484062	28	21,4999
942583	28	35,898
412937	10	19,2665
25963	0	7,11515
171375	8	11,6812
201326	8	12,6217
155837	18	11,1933
754117	26	29,9799
29350	0	7,22151
42117	3	7,6224
736182	28	29,4168
53451	1	7,9783
28885	1	7,2069
148125	3	10,9512
2,07731e+06	65	71,5297
1,01714e+06	37	38,2392
819122	25	32,0212
89209	2	9,10114
156089	5	11,2012
47796	1	7,80073
452279	31	20,5019
282932	7	15,1842
727	0	6,32271
125137	20	10,2293
72613	25	8,58001
35851	5	7,42564
29841	4	7,23692
1,67345e+06	59	58,848
1791	0	6,35613
268895	7	14,7435
1,02060e+06	60	38,3479
1,0637e+06	33	39,7013
132891	6	10,4728
31836	1	7,29957
4422	0	6,43874
61196	1	8,2215
419862	22	19,484
77631	5	8,73758
528569	15	22,8975
241010	11	13,8678
3969	0	6,42452
99307	5	9,41823
123622	9	10,1817
1971	0	6,36178
1,75129e+06	60	61,2922
161760	3	11,3793
8628	0	6,57081
179177	34	11,9262
397333	35	18,7766
49585	23	7,85691
98	0	6,30296
393468	18	18,6552
282909	9	15,1835
68307	6	8,4448
1,16586e+06	37	42,909
98038	36	9,37838
190624	14	12,2857
447219	12	20,343
443830	14	20,2366
426481	14	19,6918
20633	7	6,94778
924319	25	35,3245
71130	4	8,53344
50065	1	7,87198
35908	0	7,42743
175329	11	11,8054
953203	32	36,2314
136937	13	10,5998
496916	21	21,9036
313923	8	16,1574
1,26794e+06	41	46,1144
243464	14	13,9449
119279	7	10,0454
1,19124e+06	34	43,706
377419	21	18,1512
4584	0	6,44383
16412	3	6,81524
149299	12	10,988
849477	63	32,9743
35845	18	7,42546
42332	15	7,62915
74999	4	8,65493
18464	1	6,87967
91899	3	9,18561
1,17362e+06	44	43,1527
2376	0	6,37449
143717	3	10,8127
142046	11	10,7603
6116	0	6,49193
467207	25	20,9707
133072	8	10,4785
56195	3	8,06447
132379	19	10,4567
129824	3	10,3765
104389	3	9,57781
1,03992e+06	67	38,9543
1,02541e+06	35	38,4987
410625	32	19,1939
886847	46	34,1478
22634	5	7,01062
131942	29	10,443
1,99743e+06	62	69,0212
1,03602e+06	26	38,8321
29186	8	7,21636
417977	11	19,4248
1,42642e+06	54	51,0909
10616	0	6,63324
52279	2	7,9415
53806	5	7,98945
1,21223e+06	33	44,3651
1035	0	6,33239
902659	32	34,6443
828608	23	32,319
2,40358e+06	61	81,7748
318564	11	16,3031
11379	0	6,6572
490699	15	21,7083
539254	13	23,233
771717	27	30,5326
450604	22	20,4493
163044	6	11,4196
220280	8	13,2169
1,60159e+06	56	56,5916
583481	19	24,6218
170874	9	11,6655
157052	65	11,2315
317990	11	16,2851
265047	37	14,6226
208385	10	12,8434
482552	47	21,4525
216292	5	13,0917
512237	14	22,3847
352266	15	17,3614
190347	7	12,277
140902	4	10,7244
264383	13	14,6018
64241	2	8,31712
86066	3	9,00245
596145	16	25,0195
82369	15	8,88636
121735	9	10,1225
1,03544e+06	57	38,8137
408383	18	19,1235
1,12942e+06	51	41,7647
56860	8	8,08535
544523	24	23,3985
702	0	6,32193
460168	25	20,7496
144579	32	10,8398
43389	1	7,66235
391852	16	18,6044
760608	28	30,1838
509793	20	22,3079
262940	7	14,5565
182157	4	12,0198
591763	26	24,8819
332994	50	16,7562
777049	54	30,7
202718	26	12,6654
670522	29	27,355
51994	2	7,93255
101645	4	9,49164
182576	5	12,033
92066	14	9,19085
437819	30	20,0479
531174	12	22,9793
42116	21	7,62237
249611	32	14,1379
